Titulo,Adress,City,ZIP/Postal Code,State/Province,Phone
COMPRE CERTO,Avenida GETULIO VARGAS 1846 MARTINS,UBERLANDIA,38400434,MG  ,"34,32257105,"
REDE TOTAL,Avenida PEDRO DE TOLEDO 410 CENTRO,RANCHARIA,19600000,SP  ,"18,32652200,"
REDE MINAS FARMA,Rua AVENIDA ANTONIO OLIMPIO DE MORAIS 546 546 CENTRO,DIVINOPOLIS,35500005,MG  ,"35,3534237608,35"
REDE MINAS FARMA,Rua AVENIDA ANTONIO OLIMPIO DE MORAIS 457 459  CENTRO,DIVINOPOLIS,35500005,MG  ,"35,36919906,"
DIVIFAR LTDA,Rua RUA DO COBRE 800 NITEROI,DIVINOPOLIS,35500227,MG  ,"11,44970430,"
DROGARIA FENIX,Praça DR CARLOS ALVES 1 CENTRO,SAO JOAO NEPOMUCENO,36680000,MG  ,"32,32611936,"
INOVA,Rua PADRE CARDOSO 106 CENTRO,SANTO ANTONIO DO AMPARO,37262000,MG  ,"35,38631236,"
INOVA,Avenida ZULMIRA ROSA ANTUNES 487 UBU,ANCHIETA,29230000,ES  ,"33,32713016,"
DROGARIA COQUEIRAL,Praça SETE DE SETEMBRO 85 CENTRO,COQUEIRAL,37235000,MG  ,"35,38551376,"
DROGARIA ESTA??O,Quadra QR 210 CONJUNTO 14 30 SAMAMBAIA NORTE,SAMAMBAIA,72316215,DF  ,"61,33574324,"
INOVA,Avenida GOVERNADOR MILTON CA 4224 CENTRO,GUANHAES,39740000,MG  ,"33,32713016,"
DROGARIA S?O JOS?,Rua BENEDITO LEITE 326 CENTRO,CAROLINA,65980000,MA  ,"63,6384014996,"
FARMALIFE,Avenida AVELINO ALVES MACHAD 693 JARDIM PINHAL,GUARULHOS,7120000,SP  ,"11,23828643,"
OUROFARMA,Rua ASSIS MONTEIRO 107 CENTRO,ITAPEVA,37655000,MG  ,"35,37223272,"
Grupo Marrichi,Rua AVENIDA SAO VICENTE DE PAULA 481 CENTRO,CAMPOS GERAIS,37160000,MG  ,"35,38531458,"
INOVA,Avenida ELIAS CRUVINEL 841 BOA VISTA,UBERABA,38070100,MG  ,"33,32713016,"
DROGARIA POPULAR,Avenida CENTRAL 558 CENTRO,BURITIS,38660000,MG  ,"62,33133333,"
MG FARMA,Rua MORAIS E CASTRO 115 PASSOS,JUIZ DE FORA,36025160,MG  ,"32,32155452,"
FARMACENTER,Rua DONA AUGUSTA CAMPOS 365 CENTRO,VIRGINOPOLIS,39730000,MG  ,"33,34162693,"
REDE SOMA,Avenida JOSE RODRIGUES DE AL 586 CENTRO,IPABA,35198000,MG  ,"33,33272456,"
DROGARIA AZEVEDO,Praça DOUTOR ANTONIO DA CU 136 CENTRO,PECANHA,39700000,MG  ,"31,36160002,"
COMPRE CERTO,Rampa TREZE DE MAIO 61 CENTRO,JOAO PINHEIRO,38770000,MG  ,"38,35615178,"
ASFAR,Rua DOUTOR JORGE XAVIER  533 CENTRO,CASTRO,84165000,PR  ,"42,32323233,"
FORTEFARMA TEIXEIRA SOARES,Rua XV DE NOVEMBRO 396 CENTRO,TEIXEIRA SOARES,84530000,PR  ,"42,34601594,"
INOVA,Rua CORONEL SANSAO 365 CENTRO,BRASILIA DE MINAS,39330000,MG  ,"33,32713016,"
LIGA FARMA,Rua RIO XINGU 753 RIACHO DAS PEDRAS,CONTAGEM,32265290,MG  ,"31,33513444,"
DROGARIA ULTRAPOPULAR,Rua MARQUES DE PARANAGUA 346 CENTRO,ILHEUS,45653000,BA  ,"73,36131050,"
DROGARIA MOURA,Rua RUI BARBOSA 17 CENTRO,BARRA DO JACARE,86385000,PR  ,"43,35371590,"
ULTRA POPULAR,Rua HAYEL BON FAKER 2623 JARDIM SAO PEDRO,DOURADOS,79810050,MS  ,"67,30328999,"
ASFAR,Rua NOSSA SENHORA DE F?T 1419 CENTRO,SIQUEIRA CAMPOS,84940000,PR  ,"43,35711641,"
FARMAGENTE,Rua JO?O JOS? LUCANIA FERNANDES 321 CONJUNTO HABITACIONAL SAO DEOCLECIANO,SAO JOSE DO RIO PRETO,15057200,SP  ,"17,30334094,"
REDE MINAS FARMA,Rua BERNARDES DE FARIA 181 BOA VISTA,FORMIGA,35570000,MG  ,"37,33221590,"
REDE SOMA,Avenida RODOLFO MALLARD 135 CENTRO,PIRAPORA,39270000,MG  ,"38,37413155,"
DROGARIA CRISTINA,Rua SALVADOR ROBERTO 1069 CENTRO,VARZEA DA PALMA,39260000,MG  ,"38,37311216,"
DROGARIA CRISTINA,Rua DR ANTONIO ALVARENGA 97 BELTRAO,CORINTO,39200000,MG  ,"38,37511152,"
DROGARIA CRISTINA,Praça BENEDITO VALADARES 209 CENTRO,CURVELO,39790000,MG  ,"38,37121370,"
DROGARIA CRISTINA,Avenida JEFFERSON GITIRANA 1054 CENTRO,PIRAPORA,39270000,MG  ,"38,37413688,"
DROGARIA CRISTINA,Avenida MANOEL JOAQUIM DE MELO 328 CENTRO,BURITIZEIRO,39280000,MG  ,"38,37421660,"
DROGARIA CRISTINA,Avenida MANOEL JOAQUIM DE MELO 798 CENTRO,BURITIZEIRO,39280000,MG  ,"38,37421606,"
DROGARIA CRISTINA,Avenida PIO XII 572 CENTRO,PIRAPORA,39270000,MG  ,"38,37412469,"
DROGARIA CRISTINA,Rua RENATO AZEVEDO 400 CENTRO,CURVELO,35790000,MG  ,"38,37412469,"
DROGARIA CRISTINA,Avenida JEFERSON GITIRANA 630 CENTRO,PIRAPORA,39270000,MG  ,",3837411677,"
DROGARIA CRISTINA,Rua OLEGARIO MACIEL 757 CENTRO,PARACATU,38600000,MG  ,",3837411677,"
DROGARIA CRISTINA,Avenida DOM PEDRO II 394 CENTRO,CURVELO,35790000,MG  ,"38,37211877,"
DROGARIA CRISTINA,Rua CAPITAO ESPERIDIAO 619 CENTRO,JOAO PINHEIRO,38770000,MG  ,"38,37411677,38"
DROGARIA CRISTINA,Rua MAJOR GOTE 693 CENTRO,PATOS DE MINAS,38700001,MG  ,"38,38234444,"
REDE SOMA,Rua SERGIPE 2300 CRISTO REDENTOR,PATOS DE MINAS,38700246,MG  ,"38,37411677,38"
DROGARIA CRISTINA,Rua MAJOR GOTE 1170 CENTRO,PATOS DE MINAS,38700001,MG  ,"38,37411677,38"
REDE SOMA,Rua OLEGARIO MACIEL 127 CENTRO,PATOS DE MINAS,38700122,MG  ,"38,37411677,38"
ASSOCIADAS,Avenida BENJAMIN CONSTANT 3354 CENTRO,LAJEADO,95900000,RS  ,"51,37298880,"
REDE MINAS FARMA,Rua PRACA SANTA CRUZ 27 27 CENTRO,OURO BRANCO,36420000,MG  ,"31,37413294,"
REDE MINAS FARMA,Rua EVANGELINA MOURAO VI 163 JARDIM COUNTRY CLUB,POCOS DE CALDAS,37704282,MG  ,"35,3534237608,35"
SANAR,Avenida CAPITAO GARIBALDI PI 251 PARQUE GRANJA ESPERANCA,CACHOEIRINHA,94960120,RS  ,"51,34701373,"
SANAR,Avenida GENERAL FLORES DA CUNHA 1741 VILA CACHOEIRINHA,CACHOEIRINHA,94910003,RS  ,"51,40638570,"
INOVA,Rua JOSE GALDINO DE SOUZ 405 BOA SORTE,BARRA MANSA,27336360,RJ  ,"33,32713016,"
DROGARIA ALVORADA,2¼ Avenida AV RAUTA 813 UBU,ANCHIETA,29230000,ES  ,"28,35361577,"
LIGA FARMA,Avenida GOVERNADOR VALADARES 217 CENTRO,RAUL SOARES,35350000,MG  ,"33,33511036,"
DROGANORTE ,Rua PERNAMBUCO 1176 FUNCIONARIOS,BELO HORIZONTE,30130151,MG  ,"31,33921462,"
DROGARIAS MINASDROGAS,Avenida JUSCELINO KUBISTICHEK 184 CENTRO,VESPASIANO,33200000,MG  ,"31,36214000,"
REDE MASTERFARMA,Area RUA CORONEL BATISTA 283 CENTRO,JACAREZINHO,86400000,PR  ,"43,35255617,"
FARMACIA MENDES,Avenida DO COMERCIO 64 CENTRO,JANAUBA,39440000,MG  ,"38,38211211,"
FARMACIA MENDES,Avenida MONOEL ATAIDE 267 CENTRO,JANAUBA,39440000,MG  ,"38,38211211,38"
REDE MASTERFARMA,Avenida DOUTOR VACYR GON ALV 1071 CENTRO,SERTANOPOLIS,86170000,PR  ,"48,34377363,"
FARM?CIA MAIS VIDA,Rua RUA INDEPENDENCIA 69 CENTRO,PALMITOS,89887000,SC  ,"49,36472641,"
REDE SOMA,Avenida PADRE RINO 483 CENTRO,UBAPORANGA,35338000,MG  ,"33,33231273,"
FARMAVITTA,Rua MONTE LIBANO 59 CENTRO,NOVA FRIBURGO,28610460,RJ  ,"22,25232918,"
DROGAMAIS,Avenida PRESIDENTE EURICO GA 175 CONJUNTO CAFEZAL 1,LONDRINA,86049000,PR  ,"43,33424545,"
DROGAMAIS,Avenida LUCIA HELENA GONCALVES VIANNA 958 PACAEMBU,LONDRINA,86079180,PR  ,"43,33221112,"
DROGARIA FERNANDES,Rua ROSA GUIMARAES 35 SETOR NURIA,ACREUNA,75960000,GO  ,"62,33133333,"
DROGASOMA,Praça PROFESSOR SILVEIRA 40 CENTRO,VERMELHO NOVO,35359000,MG  ,"33,33518264,"
STYLOFARMA,Rua SAO PEDRO 178 SAO LUIZ,BRUSQUE,88351400,SC  ,"47,4733510244,"
FARMACIA SIVIERO,Rua CASTRO ALVES 238 CENTRO,SAO MIGUEL DO IGUACU,85877000,PR  ,"45,35656291,"
DROGARIA SUCESSO,Rodovia AMARAL PEIXOTO 860 BARRA DE SAO JOAO,CASIMIRO DE ABREU,28880000,RJ  ,"22,27745614,"
DROGARIA CRISTINA,Praça DOUTOR AMADOR ALVARE 156 CENTRO,ABAETE,35620000,MG  ,"37,35414095,"
DROGARIA GOIAS,Avenida BRASIL 809 CENTRO,JATAI,75800051,GO  ,"64,36317116,00"
INOVA,Rua CAMILO SOARES 657 CENTRO,CAXAMBU,37440000,MG  ,"33,32713016,"
MULTMAIS,Avenida DO FAROL 2878 CENTRO,MATA DE SAO JOAO,48280000,BA  ,"71,36760958,"
FARMACIA POPULAR DE CAMPANARIO,Rua ANTONIO DUARTE 393 CENTRO,CAMPANARIO,39835000,MG  ,"33,35131482,"
RAMOS DROGARIA,Rua MATO GROSSO 757 LOURDES,GOVERNADOR VALADARES,35032300,MG  ,"33,32218596,"
FARMACIA OURO PRETO,Rua ALBERTINO RODRIGUES 315 SANTA ROSA,UBERLANDIA,38401244,MG  ,"34,32153386,"
DROGAJUNIOR,Rua DO ORFANATO 341 VILA PRUDENTE,SAO PAULO,3131010,SP  ,"11,29158755,26"
DROGARIA CRISTINA,Avenida MAROTO FERREIRA 97 CENTRO,SALINAS,39560000,MG  ,"38,38413209,"
COMPRE CERTO,Avenida GUILHERME FERREIRA 1148 SAO BENEDITO,UBERABA,38022200,MG  ,"34,33342001,"
MULTIDROGAS,Avenida ROMEU VIANA ROMANELL 2282 VILA ALVES,CARDOSO,15570000,SP  ,"17,21392800,825"
DROGARIA NOSSA SENHORA DA MEDALHA MILAGR,Avenida FRANCISCO CAMPOS 453 CENTRO,DORES DO INDAIA,35610000,MG  ,"37,35511142,"
ENTREFARMA,Avenida AFONSO PENA 101 CENTRO,CAMPO BELO,37270000,MG  ,"35,38311009,0"
MEDIGRAM NUTRI??O E FARMACIA,10¼ Rua ITACOLOMI 361 LA SALLE,PATO BRANCO,85505050,PR  ,"46,32250505,"
DROG MENDES E OLIVEIRA,Rua LUCAS MAGALHAES 739 CENTRO,ARCEBURGO,37820000,MG  ,"35,35561241,"
DROGARIA DO JOAO,Rua MARANHAO 1181 JACARE,CABREUVA,13318000,SP  ,"35,37223272,"
ULTRA POPULAR,Travessa APIA 12 ROCINHA,RIO DE JANEIRO,22451540,RJ  ,"21,26610258,"
FARMACIA AMERICANA,Rua BOA VENTURA 130 CENTRO,RIO PARANAIBA,38810000,MG  ,"35,32216250,"
NOVA MINAS,Avenida PREFEITO OCACYR ALVE 68 CENTRO,RESENDE COSTA,36340000,MG  ,"32,33542211,"
DROGARIAS UNICAFARMA,Avenida RAUL SOUTO MAIOR 365 365 CENTRO,CAMPOS DOS GOYTACAZES,28110000,RJ  ,"22,30554422,22"
DROGARIAS UNICAFARMA,Avenida PELINCA 265 PARQUE TAMANDARE,CAMPOS DOS GOYTACAZES,28035053,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Rua RUA VEREADOR EDENITES DA SILVA VIANA 220 PRAIA DE SANTA CLARA,SAO FRANCISCO DE ITABAPOANA,28230000,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Rua RUA JOAQUIM THOMAZ DE AQUINO FILHO 158 GRUSSAI,SAO JOAO DA BARRA,28200000,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Rua NAZARIO PEREIRA GOMES 455 PARQUE GUARUS,CAMPOS DOS GOYTACAZES,28070205,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Avenida ANTONIO LUIZ DA SILVEIRA 483 TRAVESSAO,CAMPOS DOS GOYTACAZES,28175000,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Estrada LOURIVAL MARTINS BEDA 219 DONANA,CAMPOS DOS GOYTACAZES,28100000,RJ  ,"22,30255647,23"
DROGARIAS UNICAFARMA,Avenida RUI BARBOSA 1047 CENTRO,CAMPOS DOS GOYTACAZES,28013000,RJ  ,"22,27317000,"
DROGARIAS UNICAFARMA,Rua AVENIDA VEREADOR EDENITES DA SILVA VIANA 140 CENTRO,SAO FRANCISCO DE ITABAPOANA,28230000,RJ  ,"21,27892020,"
FARMACIA FORTE FARMA,Rua DELEGADO LEOPOLDO BE 2790 CAPAO DA IMBUIA,CURITIBA,82810060,PR  ,"41,30155193,"
MULTMAIS,Avenida BERNARDINO RODRIGUES 36 CENTRO,NOVA CANAA,45270000,BA  ,"73,32072635,"
FARMACIA LOBA,Avenida GOVERNADOR JOAO DURV 3253 SAO JOAO,FEIRA DE SANTANA,44051605,BA  ,"75,30221704,"
DROGARIA OFERT?O,Rua MONTECASEROS 101 CENTRO,PETROPOLIS,25685005,RJ  ,"24,22371444,000"
INOVA,Avenida TREZE DE MAIO 734 CENTRO,PANCAS,29750000,ES  ,"33,32713016,"
BIODROGAS,Rua CHRISTIANO PAGANI 8.36 JARDIM AURI VERDE,BAURU,17047144,SP  ,"14,32434440,"
ENTREFARMA,Avenida GOVERNADOR VALADARES 168 CENTRO,ARCOS,35588000,MG  ,"37,3733511125,"
ULTRA POPULAR,Rua CORONEL CARLOS 1762 VILA SANTO ANTONIO,PARANAIBA,79500000,MS  ,"67,36683045,"
AGAFARMA,Avenida OTTO NIEMEYER 2552 TRISTEZA,PORTO ALEGRE,91910001,RS  ,"51,30610505,"
UAIFARMA,Rua CAPITAO MANOEL BORGE 91 CENTRO,ALAGOA,37458000,MG  ,"35,3599698383,"
ULTRA POPULAR,Rua RUA SILVA JARDIM 119 CENTRO,ITAUNA,35680062,MG  ,"37,32428473,"
DROGARIA ORNELAS,Rua JOSE ANTONIO ARAUJO 306 ESPLANADA,ARACUAI,39600000,MG  ,"33,37311196,33"
,Rua CAPIT?O BERNARDO 220 CENTRO,GUANHAES,39740000,MG  ,"33,32713016,"
ULTRA POPULAR,Avenida SETE DE SETEMBRO 2185 CENTRO,CACOAL,76963893,RO  ,
ULTRA POPULAR,Rua AMAZONAS 229 JOTAO,JI PARANA,76908298,RO  ,"69,34412510,"
ULTRA POPULAR,Avenida GOVERNADOR JORGE TEIXEIRA 2160 EMBRATEL,PORTO VELHO,76820868,RO  ,"69,32220890,"
DROGA REDE,Avenida TIMBIRAS 543 CENTRO,CURVELO,35790000,MG  ,"37,32142726,"
HIPERFARMAC,Rua JOAO RIBEIRO DE MACE 80 CENTRO,TEIXEIRA SOARES,84530000,PR  ,"42,34601898,"
DROGARIA S?O MARCOS,Avenida GETULIO VARGAS 1305 CARAVELAS,IPATINGA,35164276,MG  ,"31,38267380,"
PHARMATIVA,Rua DUQUE DE CAXIAS 881 CENTRO,CONSELHEIRO LAFAIETE,36400000,MG  ,"31,37693115,"
DROGARIA VIVA MAIS,Rua GUILHERME DO SANTOS  255 GALO BRANCO,SAO GONCALO,24422331,RJ  ,"21,37053000,0"
FARMACIA JOSIANE PS,Rua LUIZ FAGUNDES 2259 PICADAS DO SUL,SAO JOSE,88106000,SC  ,"48,30942904,"
INOVA,Rua CORONEL VIEIRA 109 CENTRO,CATAGUASES,36770028,MG  ,"33,32713016,"
MULTIDROGAS,Rua VALINS 865 CENTRO,AGUAI,13860000,SP  ,"19,36521536,"
REDEFARMA,Avenida JOSE FARIA DA ROCHA 3085 ELDORADO,CONTAGEM,32310210,MG  ,"31,33911184,"
DROGARIA CUIABA,Avenida EMA 206 CPA IV,CUIABA,78058012,MT  ,"65,30544444,1"
FARMACIA SUPER ECONOMICA,Rua PINHEIROS 552 CENTRO,TRINDADE DO SUL,99615000,RS  ,"54,35411122,54"
DROG?O MAIS,Avenida MIRANDOPOLIS 860 VILA POMPEIA,CAMPINAS,13050470,SP  ,"19,32277851,"
CX FARMA,Rua PROFESSOR JOSE DE SOUZA HERDY 1216 JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS,25071201,RJ  ,"21,36525263,"
REDE SOMA,Avenida DANIEL JARDIM DE GRISOLIA 85 CENTRO,ITABIRA,35900001,MG  ,"31,38352605,"
FARMAIS,Avenida WASHINGTON LUIS 870 SANTO AMARO,SAO PAULO,4662001,SP  ,"11,1135826690,"
DROGARIA PARK SUL,Quadra SOF SUL QUADRA 13 CONJUNTO A 2 ZONA INDUSTRIAL GUARA,BRASILIA,71215271,DF  ,"61,30262040,"
DROGARIA NOVA CONQUISTA EIRELL,Avenida EMILIO BOSCO 572 PARQUE YOLANDA NOVA VENEZA,SUMARE,13179180,SP  ,"19,38545953,"
HIPERFARMAC,Avenida GENERAL PLINIO TOURI 2774 FAZENDINHA DE RIO NEGRO,RIO NEGRO,83880000,PR  ,"47,36450014,"
PROVIDA,Avenida GENERAL OSORIO DE PA 4849 BOM JARDIM,FORTALEZA,60731534,CE  ,"85,32333215,"
CIA F?RMACOS,Rua SENADOR LAURO MULLER 1719 CENTRO,ESTRELA,95880000,RS  ,"51,37122301,"
SHOPPHARMA,Rua NOVA IGUACU 668 ATLANTICA,RIO DAS OSTRAS,28895678,RJ  ,"22,27608905,"
FARMES,Avenida DOM JOSE DALVIT 1244 AYRTON SENNA,SAO MATEUS,29943190,ES  ,"27,37633299,"
LIGA FARMA,Avenida JOAO CESAR DE OLIVEI 1730 ELDORADO,CONTAGEM,32315000,MG  ,"31,25652253,"
FARMACIA SANTA LUZIA,Praça CORONEL LUIZ COUTINH 17 CENTRO,GUIRICEMA,36525000,MG  ,"32,35531233,"
FARMACIA ECONOMICA,Rua GETULIO VARGAS 89 CENTRO,MONTEIRO,58500000,PB  ,"83,33512669,"
DROGARIA JK,Avenida JK 746 SAO PAULO,GOVERNADOR VALADARES,35030210,MG  ,"33,32120705,"
DROGARIA YANG,Rua CAMPOS ELISEOS 168 BARROCA,BELO HORIZONTE,30430510,MG  ,"31,33722666,"
NOVA MINAS,Avenida AVENIDA MARIZA DE SOUZA MENDES 31 SOLEDADE,OURO BRANCO,36420000,MG  ,"31,37411371,32"
INOVA,Avenida MINISTRO GABRIEL PAS 579 CENTRO,SANTA CRUZ DE MINAS,36328000,MG  ,"33,3332713016,"
FARMELHOR,Colónia AGRICOLA VICENTE PIR 9 TAGUATINGA NORTE,TAGUATINGA,72110800,DF  ,"37,33712689,61"
UAIFARMA,Avenida JOSE CAMBRAIA 200 CENTRO,IBIA,38950000,MG  ,"34,36311310,"
DROGARIA SILVA,Rua CORONEL JOSE LUIS GO 191 CENTRO,SANTO ANTONIO DO MONTE,35560000,MG  ,"35,32216250,"
DROGARIA CARDOSO,Avenida JOAO SOARES SILVA 51 PENHA,ITABIRA,35900062,MG  ,"31,38314145,"
DROGARIA TOTAL CAJATI,Avenida DOS TRABALHADORES 105 CENTRO,CAJATI,11950000,SP  ,"13,38542300,13"
AGAFARMA,Rodovia BR 116. KM 80 2467 CENTRO,CAMPESTRE DA SERRA,95255000,RS  ,"54,32351012,"
REDE FAM,Rua SEIS DE ABRIL 1006 CENTRO,IBIRACI,37990000,MG  ,"35,35441292,"
ULTRA POPULAR,Avenida GOVERNADOR VALADARES 733 CENTRO,IGARAPE,32900000,MG  ,"31,35345166,"
DROGARIA DROGABRAS,Avenida AV 107 NORTE AVENIDA 0 PLANO DIRETOR NORTE,PALMAS,77001080,TO  ,"63,32156504,"
INOVA,Praça BAR?O DO RIO BRANCO 102 CENTRO,SAO JOAO NEPOMUCENO,36680000,MG  ,"33,32713016,"
ULTRA POPULAR,Avenida JOSE HEITOR DE ALMEIDA CAMARGO 1850 CENTRO,NOVA ANDRADINA,79750000,MS  ,"67,34415477,"
REDE SOMA,Avenida GERALDO INACIO 1334 MELO VIANA,CORONEL FABRICIANO,35170150,MG  ,"31,38461802,"
POUPE JA,Praça SILVIANO BRANDAO  36 RAMOS,VICOSA,36570000,MG  ,"35,32148681,"
UAIFARMA,Rua RUA DR FRANCISCO SAL 471 CENTRO,LAVRAS,37200000,MG  ,"35,32661781,23"
S.GERALDO,Rua JOAO PIMENTA 100 BELO HORIZONTE,PASSOS,37900106,MG  ,"35,35214422,"
UAIFARMA,Praça COMENDADOR VENERANDO 48 CENTRO,CARMO DO RIO CLARO,37150000,MG  ,"35,32661781,"
DROGARIA SANTA LUCIA,Rua VITORINO MONTEIRO 755 CENTRO,CASCA,99260000,RS  ,"51,37485629,0"
VIDA FARMACIAS,1¼ Rua RINCAO 136 RINCAO,NOVO HAMBURGO,93310460,RS  ,"51,31330760,"
REDE MASTERFARMA,Avenida TOLEDO 226 CENTRO,CASCAVEL,85810230,PR  ,"48,34377363,"
FARMACIA NOSSA SENHORA DE FATIMA,Rua OSVALDO SILVA ARAUJO 530 CENTRO,INHAPIM,35330000,MG  ,"33,33151297,"
UNIFARMA,Praça Praça REINALDO PIMENTA 23 CENTRO,CARAUBAS,59780000,RN  ,"83,35668651,"
UNIFARMA,Avenida DEZESSEIS DE SETEMBRO 155 CENTRO,UPANEMA,59670000,RN  ,"84,33972479,27"
DROGARIA VIVA MAIS,Rua MARIO FERREIRA DO RE 259 QUEIMADOS,NOVA IGUACU,26311020,RJ  ,"21,37648148,"
REDE TOTAL,Rua CAMPOS SALES 1596 VILA SEIXAS,RIBEIRAO PRETO,14020058,SP  ,"16,36109191,"
REDE SOMA,Avenida RIO MANTIQUEIRA 525 RIACHO DAS PEDRAS,CONTAGEM,32280245,MG  ,"31,25686660,"
DROGARIA FAMILIAR,Rua EVARISTO DA VEIGA 662 CENTRO,CAMPANHA,37400000,MG  ,"35,32929279,"
DROGARIA RIBEIRO,Rua MAJOR FELICIANO 190 CENTRO,MACHADO,37750000,MG  ,"35,37223272,"
ACFARMA,Rua ORLEANS 35 CENTRO,LAURO MULLER,88880000,SC  ,"48,34643201,"
DROGAFARMA VIEIRA,Rua BELO HORIZONTE 141 CENTRO,ITAOBIM,39625000,MG  ,",33373312250,"
DROGAFARMA VIEIRA,Praça DO MERCADO S/N CENTRO,ITINGA,39610000,MG  ,
INOVA,Rua BIAS FORTES 270 CENTRO,ITAOBIM,39625000,MG  ,"33,32713016,"
INOVA,Rua SAO SEBASTIAO 82 SAO SEBASTIAO DE AGUAS CLARAS,NOVA LIMA,34000000,MG  ,"33,32713016,"
DROGARIA AGUA SANTA,1¼ Rua AVENIDA JOAO PINHEIR 379 CENTRO,ITABIRA,35900538,MG  ,"31,38313380,0"
FARMACIA POPULAR DR JOS? PANGELLA,Rua PADRE JOAO GUALBERTO 747 IMIRIM,SAO PAULO,2537000,SP  ,"11,22386298,"
Drogalima,Rua JOAO PESSOA 10 CENTRO,ITABIRITO,35450000,MG  ,"31,35611225,"
AUGEFARMA,Avenida NOSSA SENHORA DE FAT 518 CANTO DA VARZEA,PICOS,64600146,PI  ,"89,33129110,"
ASSOCIADAS,Estrada JOAO DE OLIVEIRA REMIAO 5240 LOMBA DO PINHEIRO,PORTO ALEGRE,91560000,RS  ,"51,30240400,"
DROGARIA LIFE,Rua SANTO ANTONIO 268 CENTRO,CAIABU,19530000,SP  ,"18,32851329,"
FARMACENTER,Avenida SETE DE SETEMBRO 329 CENTRO,CAARAPO,79940000,MS  ,"67,34531535,"
DROGARIA VIDA,Rua JO?O BATISTA CRUZ 190 CENTRO,POUSO ALEGRE,37550000,MG  ,"35,34258180,"
DROGARIA BETIM,Avenida AVENIDA GOVERNADOR VALADARES 471 CENTRO,BETIM,32600125,MG  ,"31,35313902,"
NOSSA FARM?CIA,Rua JO?O DORNELAS 464 CENTRO,MURIAE,36880000,MG  ,"32,37280488,"
DROGARIA NOSSA FARMA,"Condomínio BEIJA FLOR QD 01,LOT 2 SOBRADINHO",SOBRADINHO,73090907,DF  ,"61,34854510,"
DROGARIA FAMILIA REDE DA ECONOMIA,Quadra CLSW 304 32 SETOR SUDOESTE,CRUZEIRO,70673630,DF  ,"61,33443001,"
DROGARIA FARMAPORTO,Avenida NOSSA SENHORA APAREC 435 CONJUNTO HABITACIONAL LOURENCO DOMENICI,SERTAOZINHO,14177120,SP  ,"16,39451180,"
AUGEFARMA,Avenida PREFEITO VITORIANO A 2277 CENTRO,CASCAVEL,62850000,CE  ,"85,33341076,"
DROGARIA SERRO,Rua ITAPECERICA 734 LAGOINHA,BELO HORIZONTE,31210030,MG  ,"31,34232266,"
FARMACIA CRUZEIRO,Rua CORONEL FRANCISCO BRAZ 15 CENTRO,ITAJUBA,37500000,MG  ,"35,37223272,"
ULTRA POPULAR,Rua GOI?S 350 CENTRO,DIVINOPOLIS,35500001,MG  ,"37,32132697,"
AUGEFARMA,Rua BATISTA MAIA 4472 CENTRO,TABULEIRO DO NORTE,62960000,CE  ,"88,34242551,"
,Rua RUI BARBOSA 406 JUAZEIRO,CAETITE,46400000,BA  ,"77,34543511,"
FARMAGENTE,Rua RUA ALCIDES VANDERLE 18 JOAO ARANHA,PAULINIA,13145779,SP  ,"19,38742331,"
REDE MINAS FARMA,Rua JOAO BATISTA DE ALME 0 CENTRO,DIAMANTINO,78400000,MT  ,"65,33362693,"
ULTRA POPULAR,Praça GETULIO VARGAS 104 CENTRO,ALFENAS,37130000,MG  ,"35,32926144,"
DROGARIA VIVA MAIS,Rua PRESIDENTE VARGAS 179 ILHA DA CONCEICAO,NITEROI,24050300,RJ  ,"21,27220003,"
DROGARIA DROGAL FARMA,Rua RADIALISTA FERNANDO  1 COOPHAMIL,CUIABA,78028090,MT  ,"65,36251909,"
DROGARIA KI SAUDE,"Rodovia BR 356, 0 GRUSSAI",SAO JOAO DA BARRA,28200000,RJ  ,"22,27415990,"
REDEFARMA,Rua OSORIO DUQUE ESTRADA 112 CAMPO ALEGRE,BELO HORIZONTE,31730000,MG  ,"31,34941100,"
FARMACIA MATRIZ,Rua AV. MONSENHOR LUIZ F 74 LERIO DE CIMA,SURUBIM,55750000,PE  ,"81,36343974,"
FARMACIA BERNARDES,Praça GET?LIO VARGAS 176 CENTRO,ALFENAS,37130000,MG  ,"35,32913738,"
FARMACIA SANTA CATARINA DE PIR,Rua RUI BARBOSA 1042 CENTRO,PIRAPOZINHO,19200000,SP  ,"18,32696267,"
INDEPENTENDE,Rua SEME SIMAO 2087  2087 LARANJEIRAS,UBERLANDIA,38410327,MG  ,"34,32103040,44"
REDE MINAS FARMA,Rua ERICO CIPRIANO FREIR 1172 CENTRO,BOA ESPERANCA,37170000,MG  ,"35,3534237608,"
AUGEFARMA,Rua DEPUTADO VICENTE RIB 309 CENTRO,CARNAUBAL,62375000,CE  ,"88,36671108,88"
FARM?CIA PRE?O JUSTO - BOM JESUS,Avenida PRINCIPAL 574 CENTRO,GUARANIACU,85400000,PR  ,"45,32321240,"
